lat,lon,2,3,4,5,6,7
51.488143000000001,-0.16688600000000001,0,0,0,1,1,0
51.488059999999997,-0.167321,0,0,0,1,1,0
51.495927999999999,-0.15865000000000001,0,0,0,1,1,0
51.489589000000002,-0.15587999999999999,0,0,0,1,1,0
51.479292999999998,-0.181786,0,0,0,1,1,0
51.487599000000003,-0.16661999999999999,0,0,0,1,1,0
51.487672000000003,-0.18865499999999999,0,0,0,1,1,0
51.501396,-0.180618,0,0,0,1,1,0
51.512583999999997,-0.206402,0,0,0,1,1,0
51.481019000000003,-0.17710899999999999,0,0,0,1,1,0
51.489269,-0.17562700000000001,0,0,0,1,1,0
51.492538000000003,-0.20099400000000001,0,0,0,1,1,0
51.499659999999999,-0.161525,0,0,0,1,1,0
51.518402000000002,-0.21640699999999999,0,0,0,1,1,0
51.490091,-0.17069699999999999,0,0,0,1,1,0
51.526299999999999,-0.21537700000000001,0,0,0,1,1,0
51.485604000000002,-0.17707000000000001,0,0,0,1,1,0
51.515945000000002,-0.22039400000000001,0,0,0,1,1,0
51.508536999999997,-0.20050799999999999,0,0,0,1,1,0
51.517847000000003,-0.21542,0,0,0,1,1,0
51.480929000000003,-0.17711199999999999,0,0,0,1,1,0
51.487335999999999,-0.19601399999999999,0,0,0,1,1,0
51.517676000000002,-0.210093,0,0,0,1,1,0
51.489359,-0.1641,0,0,0,1,1,0
51.502006000000002,-0.190968,0,0,0,1,1,0
51.509428,-0.194133,0,0,0,1,1,0
51.508015999999998,-0.21349799999999999,0,0,0,1,1,0
51.493305999999997,-0.16927200000000001,0,0,0,1,1,0
51.527025000000002,-0.215782,0,0,0,1,1,0
51.524718999999997,-0.21198,0,0,0,1,1,0
51.489013,-0.16497800000000001,0,0,0,1,1,0
51.516714,-0.205951,0,0,0,1,1,0
51.497103000000003,-0.15903500000000001,0,0,0,1,1,0
51.506067999999999,-0.20954,0,0,0,1,1,0
51.513182,-0.20436099999999999,0,0,0,1,1,0
51.482131000000003,-0.17346400000000001,0,0,0,1,1,0
51.494813000000001,-0.18520200000000001,0,0,0,1,1,0
51.517895000000003,-0.20086000000000001,0,0,0,1,1,0
51.489589000000002,-0.15587999999999999,0,0,0,1,1,0
51.480860999999997,-0.18431600000000001,0,0,0,1,1,0
51.494202000000001,-0.17485400000000001,0,0,0,1,1,0
51.498299000000003,-0.201344,0,0,0,1,1,0
51.51905,-0.10294499999999999,0,0,0,1,1,0
51.520038999999997,-0.097425999999999999,0,0,0,1,1,0
51.510798000000001,-0.093200000000000005,0,0,0,1,1,0
51.512597999999997,-0.104366,0,0,0,1,1,0
51.514158000000002,-0.106319,0,0,0,1,1,0
51.516399,-0.089218000000000006,0,0,0,1,1,0
51.517780999999999,-0.096799999999999997,0,0,0,1,1,0
51.511043000000001,-0.108321,0,0,0,1,1,0
51.515774999999998,-0.100631,0,0,0,1,1,0
51.518225000000001,-0.079917000000000002,0,0,0,1,1,0
51.518596000000002,-0.102675,0,0,0,1,1,0
51.510891000000001,-0.093340000000000006,0,0,0,1,1,0
51.51538,-0.109583,0,0,0,1,1,0
51.511657,-0.090714000000000003,0,0,0,1,1,0
51.510779999999997,-0.086570999999999995,0,0,0,1,1,0
51.520307000000003,-0.097270999999999996,0,0,0,1,1,0
51.510798000000001,-0.093200000000000005,0,0,0,1,1,0
51.516005,-0.081596000000000002,0,0,0,1,1,0
51.516187000000002,-0.081731999999999999,0,0,0,1,1,0
51.511277,-0.12848799999999999,0,0,0,1,1,0
51.534942000000001,-0.175099,0,0,0,1,1,0
51.514637999999998,-0.141898,0,0,0,1,1,0
51.520240000000001,-0.149309,0,0,0,1,1,0
51.51144,-0.13309299999999999,0,0,0,1,1,0
51.522739999999999,-0.194327,0,0,0,1,1,0
51.520899999999997,-0.145535,0,0,0,1,1,0
51.510824999999997,-0.13398199999999999,0,0,0,1,1,0
51.500771999999998,-0.123875,0,0,0,1,1,0
51.526896000000001,-0.160861,0,0,0,1,1,0
51.507128999999999,-0.12779299999999999,0,0,0,1,1,0
