hour,lat,lon,count
 0, 50.9589747598, -1.4747058438, 1
 0, 53.7233323604, -2.6471376667, 1
 0, 54.7774453754, -1.5392433754, 1
 0, 53.4866947447, -1.4962183544, 1
 0, 51.3784687147, 1.4079705646, 1
 0, 52.4218254745, -1.5069746096, 2
 0, 50.7976309309, -2.7439439640, 1
 0, 53.1424945766, -1.1950432072, 1
 0, 51.5935938198, 0.5044451231, 1
 0, 56.0036584745, -3.7765444685, 1
 0, 53.7878698919, -0.3775678078, 1
 0, 51.3892249700, 0.0204136366, 1
 0, 54.0245075075, -2.9052877928, 1
 0, 51.5613250541, -0.1301739369, 3
 0, 51.4967875225, -0.1731989580, 1
 0, 52.3788004535, 1.1067954174, 1
 0, 53.8201386577, -1.3348745255, 1
 0, 53.5727447868, -0.6464741892, 1
 0, 52.4540942402, -1.8619310330, 1
 0, 51.3354436937, -2.9590690691, 1
 0, 52.4540942402, -1.9049560541, 1
 0, 53.5619885315, -2.1846186907, 1
 0, 53.8201386577, -3.0128503453, 1
 0, 51.2493936517, -2.4535250721, 1
 0, 52.4756067508, -1.5499996306, 2
 0, 53.5835010420, -0.4313490841, 1
 0, 51.4214937357, -2.6148689009, 1
 0, 50.2060368919, -5.3577139910, 1
 0, 53.3683759369, -2.7224314535, 1
 0, 53.8201386577, -1.5177308649, 1
 0, 51.1633436096, -0.3775678078, 1
 0, 51.8087189249, -2.7116751982, 1
 0, 51.4214937357, -0.1301739369, 1
 0, 52.9703944925, -1.1197494204, 1
 0, 53.8093824024, -3.0451191111, 1
 0, 51.0665373123, 1.0960391622, 1
 0, 51.4752750120, -0.0871489159, 1
 0, 52.0346002853, 1.2788955015, 1
 0, 51.5720813093, -1.8404185225, 1
 0, 54.8850079279, -2.9375565586, 1
 0, 51.5183000330, 0.0096573814, 3
 0, 52.6477068348, -1.9049560541, 1
 0, 51.5290562883, -0.2592490000, 1
 0, 54.0890450390, -1.5284871201, 1
 0, 51.6904001171, 0.1279761892, 2
 0, 55.6379457958, -4.6800699099, 1
 0, 51.8194751802, -2.4857938378, 1
 0, 50.9374622492, -1.3778995465, 1
 0, 53.4114009580, -2.2168874565, 1
 0, 51.4860312673, 0.1602449550, 1
 0, 50.8836809730, -1.4639495886, 1
 0, 52.1098940721, -0.8938680601, 1
 0, 53.5619885315, -0.0548801502, 1
 0, 51.3892249700, -0.1839552132, 1
 0, 51.5720813093, -0.3345427868, 1
 0, 51.5183000330, -0.0979051712, 2
 0, 51.5398125435, -0.4851303604, 2
 0, 52.4863630060, -1.8296622673, 1
 0, 51.5828375646, -0.3452990420, 1
 0, 52.4433379850, -2.0985686487, 1
 0, 53.3791321922, -2.7869689850, 1
 0, 50.7868746757, -0.6679866997, 1
 0, 55.6056770300, -4.4111635285, 1
 0, 51.5183000330, -0.6142054234, 2
 0, 53.1317383213, -4.1422571471, 1
 0, 52.9811507477, -3.4323443003, 1
 0, 51.4322499910, 0.0957074234, 1
 0, 55.5949207748, -4.4757010601, 1
 0, 52.0991378168, -1.8726872883, 1
 0, 52.0346002853, -2.4320125616, 1
 0, 53.4759384895, -2.2061312012, 1
 0, 51.6473750961, -0.1409301922, 1
 0, 53.7986261471, -2.7869689850, 1
 0, 54.0567762733, -2.1415936697, 1
 0, 53.3683759369, -2.0878123934, 1
 0, 51.4322499910, -0.4098365736, 1
 0, 52.9596382372, -1.1412619309, 1
 0, 52.5939255586, -2.5288188589, 1
 0, 51.5613250541, -0.1194176817, 1
 0, 53.2823258949, -0.2807615105, 1
 0, 51.2924186727, -0.7540367417, 1
 0, 53.6695510841, -1.4316808228, 1
 0, 53.7663573814, -0.3775678078, 1
 0, 50.6362871021, -2.0555436276, 1
 0, 50.8944372282, -1.3241182703, 2
 0, 53.7018198498, -1.2918495045, 1
 0, 51.9915752643, -0.5389116366, 1
 0, 53.6803073393, -1.5607558859, 1
 0, 52.8090506637, -1.6360496727, 1
 0, 51.4537625015, -0.2915177658, 1
 0, 52.6907318559, -2.4535250721, 1
 0, 51.8840127117, -0.5173991261, 1
 0, 54.5838327808, -1.1842869520, 1
 0, 51.5398125435, -0.0871489159, 2
 0, 53.5297197658, -2.3352062643, 1
 0, 51.4860312673, -3.6797381712, 1
 0, 51.5075437778, -0.4636178499, 1
 0, 51.0450248018, 0.1925137207, 1
 0, 51.4752750120, -0.0118551291, 2
 0, 51.6366188408, -0.4851303604, 1
 0, 51.5613250541, 0.0634386577, 1
 0, 51.2386373964, -0.5926929129, 1
 0, 52.7875381532, -1.2380682282, 1
 0, 51.1740998649, -0.3130302763, 1
 0, 50.8836809730, 0.1602449550, 1
 0, 51.5828375646, -0.7647929970, 1
 0, 51.4537625015, -0.2054677237, 1
 0, 51.6258625856, -3.4538568108, 1
 0, 51.9162814775, -0.4528615946, 1
 0, 52.6369505796, -1.8404185225, 1
 0, 52.1206503273, -0.4743741051, 1
 0, 53.2715696396, -1.2488244835, 1
 0, 53.8308949129, -1.7973935015, 1
 0, 51.5183000330, -3.5936881291, 1
 0, 51.8517439459, -4.2928447207, 1
 0, 50.8944372282, -1.3778995465, 1
 0, 51.4430062462, -3.1849504294, 1
 0, 53.7340886156, -1.5715121411, 1
 0, 52.4971192613, -1.8404185225, 1
 0, 51.4752750120, -3.1849504294, 1
 0, 53.2393008739, -2.4105000511, 1
 0, 51.7656939039, -0.2269802342, 1
 0, 53.6157698078, -2.6901626877, 1
 0, 51.2493936517, -1.1305056757, 1
 0, 52.4648504955, -1.8726872883, 1
 0, 54.5408077598, -3.5721756186, 1
 0, 51.5720813093, -1.3026057598, 1
 0, 51.2709061622, 0.1925137207, 3
 0, 53.7663573814, -1.7328559700, 1
 0, 51.3999812252, -0.0979051712, 1
 0, 52.3788004535, -1.2703369940, 1
 0, 51.2601499069, -0.5496678919, 1
 0, 51.3031749279, -2.2276437117, 1
 0, 52.9596382372, -2.0555436276, 1
 0, 51.5505687988, 0.6120076757, 1
 0, 55.8638271562, -4.2498196997, 2
 0, 51.0342685465, -4.1637696577, 1
 0, 51.5613250541, -0.0979051712, 2
 0, 53.8524074234, -1.6898309490, 1
 0, 53.8308949129, -1.5499996306, 1
 0, 51.2171248859, -0.7970617628, 1
 0, 53.0564445345, -1.3994120571, 1
 0, 53.2715696396, -2.6041126456, 1
 0, 51.3354436937, 1.0207453754, 1
 0, 52.4863630060, -1.8941997988, 2
 0, 51.0988060781, -0.2592490000, 1
 0, 55.8530709009, -4.2390634444, 1
 0, 51.4967875225, -0.3883240631, 1
 0, 55.6271895405, -4.6370448889, 1
 0, 51.5935938198, -0.2700052553, 1
 0, 51.9700627538, -1.4209245676, 1
 0, 52.4863630060, -1.9049560541, 1
 0, 51.5505687988, 0.0526824024, 1
 0, 54.8957641832, -1.3886558018, 1
 0, 51.4430062462, -0.9046243153, 1
 0, 53.1855195976, -2.4857938378, 1
 0, 52.3788004535, -1.2380682282, 1
 0, 55.0355955015, -1.4854620991, 1
 0, 50.5717495706, -4.9059512703, 1
 0, 52.7552693874, -1.1412619309, 1
 0, 51.4860312673, -0.2269802342, 1
 0, 51.3031749279, -0.4313490841, 1
 0, 50.4211619970, -5.0350263333, 1
 0, 55.8638271562, -4.1207446366, 1
 0, 53.7878698919, -1.7758809910, 1
 0, 51.4322499910, -0.1839552132, 1
 0, 51.5828375646, -0.0763926607, 2
 0, 52.5616567928, 0.0634386577, 1
 0, 56.0144147297, -3.8518382553, 1
 0, 51.4322499910, -0.3452990420, 1
 0, 50.8621684625, -0.8723555496, 1
 0, 50.9697310150, -0.0226113844, 1
 0, 51.1095623333, -0.1731989580, 1
 0, 55.6594583063, -4.4434322943, 1
 0, 50.4641870180, -3.5614193634, 1
 0, 51.4967875225, -0.1516864474, 2
 0, 53.4006447027, -1.4101683123, 1
 0, 52.1744316036, -0.8723555496, 1
 0, 51.5935938198, -0.3345427868, 2
 0, 50.8083871862, -1.8941997988, 1
 0, 53.3683759369, -1.4531933333, 1
 0, 55.0571080120, -1.6145371622, 1
 0, 51.1095623333, -0.2700052553, 1
 0, 51.7441813934, -0.3345427868, 1
 0, 52.6799756006, -1.8296622673, 1
 0, 52.4218254745, -1.4424370781, 1
 0, 51.3677124595, 0.1064636787, 1
 0, 50.7653621652, -2.0125186066, 1
 0, 54.9818142252, -1.4854620991, 1
 0, 51.1956123754, -1.2273119730, 1
 0, 51.6043500751, 0.6120076757, 1
 0, 53.7018198498, -1.7866372462, 1
 0, 50.8406559520, -1.0874806547, 2
 0, 52.5509005375, -3.3247817477, 1
 0, 53.6050135526, -0.6357179339, 1
 0, 53.8201386577, -1.5069746096, 1
 0, 51.4967875225, -3.2064629399, 1
 0, 53.3468634264, -1.4854620991, 1
 0, 50.9912435255, -0.6787429550, 1
 0, 55.8208021351, -4.2175509339, 1
 0, 51.4752750120, -0.4098365736, 2
 0, 51.8947689670, -2.0555436276, 1
 0, 51.4752750120, -0.0441238949, 1
 0, 53.7018198498, -1.3026057598, 2
 0, 54.8634954174, -1.5930246517, 1
 0, 53.4651822342, -2.8837752823, 1
 0, 50.8298996967, -0.3883240631, 1
 0, 51.4860312673, 0.2785637628, 1
 0, 52.4756067508, -1.8941997988, 1
 0, 51.4537625015, -0.1947114685, 1
 0, 52.9381257267, -1.1305056757, 1
 0, 51.5183000330, -0.2484927447, 1
 0, 56.0144147297, -3.8733507658, 1
 0, 53.1747633423, -2.1523499249, 1
 0, 53.9492137207, -2.8084814955, 1
 0, 52.0883815616, -2.5503313694, 1
 0, 52.5186317718, -1.8941997988, 1
 0, 53.0241757688, -2.1738624354, 1
 0, 53.7986261471, -1.7328559700, 1
 0, 52.1851878589, -0.0548801502, 1
 0, 53.6050135526, -2.5610876246, 1
 0, 53.7556011261, -1.5284871201, 1
 0, 53.7663573814, -2.2491562222, 1
 0, 57.1653340420, -2.0985686487, 1
 0, 53.4866947447, -2.0662998829, 2
 0, 51.4860312673, -0.1839552132, 3
 0, 53.6587948288, -0.4528615946, 1
 0, 52.0561127958, -2.6901626877, 1
 0, 51.6473750961, -0.0656364054, 1
 0, 54.2826576336, -1.5607558859, 1
 0, 51.8732564565, -1.3886558018, 1
 0, 51.7226688829, -1.2165557177, 1
 0, 52.4863630060, -3.3462942583, 1
 0, 52.6907318559, 1.3972143093, 1
 0, 51.5398125435, -0.1301739369, 1
 0, 53.9599699760, -1.7328559700, 1
 0, 52.9703944925, -1.2165557177, 1
 0, 51.5075437778, -0.2054677237, 1
 0, 52.4540942402, -1.7758809910, 1
 0, 51.3999812252, -2.6256251562, 1
 0, 51.4967875225, -3.1741941742, 1
 0, 51.4967875225, -0.1409301922, 1
 0, 54.8527391622, -1.8296622673, 1
 0, 52.2927504114, 0.8271327808, 1
 0, 57.4665091892, -2.4105000511, 1
 0, 52.0453565405, 1.1498204384, 1
 0, 51.5720813093, -0.0656364054, 2
 0, 53.7663573814, -2.6794064324, 2
 0, 55.9391209429, -4.1315008919, 1
 0, 53.4436697237, -1.4639495886, 1
 0, 51.5075437778, -3.3678067688, 1
 0, 51.2924186727, -1.8081497568, 1
 0, 53.8093824024, -1.7328559700, 1
 0, 51.5720813093, -0.2269802342, 1
 0, 52.0561127958, 1.1498204384, 1
 0, 52.3357754324, -1.2273119730, 1
 0, 51.2493936517, -2.1846186907, 1
 0, 52.5186317718, -1.9049560541, 1
 0, 54.5300515045, -1.5607558859, 1
 0, 51.2493936517, 1.3111642673, 1
 0, 50.8298996967, -0.1301739369, 1
 0, 53.8416511682, -1.5930246517, 1
 0, 52.3572879429, 0.5797389099, 1
 0, 52.3357754324, -1.4101683123, 1
 0, 51.5935938198, 0.0419261471, 1
 0, 51.2063686306, -0.6464741892, 1
 0, 51.5613250541, -0.4958866156, 1
 0, 53.5619885315, -0.1086614264, 1
 0, 53.3683759369, -0.0010988739, 1
 0, 51.5183000330, -0.0118551291, 1
 0, 51.5613250541, 0.4291513363, 1
 0, 52.6477068348, -3.1526816637, 1
 0, 51.5720813093, 0.0634386577, 1
 0, 52.2819941562, -1.6575621832, 1
 0, 51.5828375646, 0.1817574655, 2
 0, 56.1757585586, -3.1419254084, 1
 0, 51.4107374805, -0.1086614264, 1
 0, 56.1434897928, -3.1096566426, 1
 0, 53.8093824024, -1.7651247357, 1
 0, 51.5290562883, 0.0526824024, 1
 0, 51.3784687147, -0.4205928288, 1
 0, 52.1314065826, -2.3136937538, 1
 0, 52.4756067508, -1.8081497568, 1
 0, 53.7125761051, -1.8726872883, 1
 0, 51.5505687988, -0.1086614264, 1
 0, 51.6151063303, -0.3022740210, 1
 0, 54.9710579700, -1.6252934174, 3
 0, 51.9055252222, -4.3251134865, 1
 0, 52.4540942402, -2.0447873724, 1
 0, 53.7771136366, -2.7116751982, 1
 0, 56.1219772823, -3.1526816637, 1
 0, 54.3149263994, -1.9587373303, 1
 0, 52.3357754324, -1.8726872883, 1
 0, 51.2924186727, -0.4851303604, 1
 0, 55.8638271562, -4.2390634444, 1
 0, 53.2177883634, -1.4316808228, 1
 0, 51.6043500751, -0.0871489159, 1
 0, 51.5290562883, -0.1731989580, 1
 0, 51.5290562883, 0.0849511682, 2
 0, 52.5616567928, 1.1390641832, 1
 0, 52.8520756847, -1.4639495886, 1
 0, 53.2608133844, -4.0992321261, 1
 0, 51.8625002012, -0.4205928288, 1
 0, 51.1956123754, -0.1194176817, 1
 0, 50.7330933994, -2.1631061802, 1
 0, 51.4860312673, -0.0548801502, 1
 0, 53.4114009580, -2.5395751141, 1
 0, 52.7767818979, -1.5930246517, 1
 0, 52.5831693033, -2.0125186066, 1
 0, 51.2816624174, 0.1710012102, 1
 0, 53.6587948288, -1.7651247357, 2
 0, 51.3569562042, -0.1516864474, 1
 0, 51.5183000330, -0.5819366577, 1
 0, 51.6796438619, -1.4101683123, 1
 0, 51.5075437778, -0.2162239790, 1
 0, 52.4325817297, -2.1308374144, 1
 0, 51.5828375646, -0.2162239790, 1
 0, 51.2063686306, -3.6044443844, 1
 0, 51.0450248018, -3.0343628559, 1
 0, 52.0883815616, -2.1738624354, 1
 0, 51.6904001171, -0.4421053393, 1
 0, 52.5831693033, -1.2488244835, 1
 0, 52.3250191772, -1.1412619309, 1
 0, 53.6480385736, -0.2700052553, 2
 0, 51.4752750120, -0.1947114685, 1
 0, 53.5189635105, -1.0444556336, 1
 0, 51.6151063303, -0.0441238949, 1
 0, 55.8853396667, -4.3466259970, 1
 0, 53.7771136366, -3.0558753664, 1
 0, 52.0991378168, -0.7540367417, 1
 0, 53.5942572973, -2.2276437117, 1
 0, 51.5505687988, -0.4636178499, 1
 0, 52.4218254745, -1.4962183544, 1
 0, 53.4759384895, -2.2168874565, 2
 0, 51.8087189249, -3.3785630240, 1
 0, 51.6473750961, -0.0441238949, 1
 0, 51.3246874384, -2.9698253243, 1
 0, 51.4752750120, -0.1624427027, 1
 0, 52.6369505796, -2.0985686487, 1
 0, 53.8093824024, -1.6252934174, 1
 0, 52.2174566246, -0.8938680601, 1
 0, 52.5724130480, -0.2484927447, 1
 0, 54.5300515045, -1.1627744414, 1
 0, 55.2184518408, -3.7442757027, 1
 0, 51.5075437778, -0.2592490000, 1
 0, 51.3246874384, -2.2061312012, 1
 0, 50.7653621652, 0.2893200180, 1
 0, 56.7996213634, -2.5180626036, 1
 0, 51.2171248859, -0.7540367417, 1
 0, 51.5398125435, 0.0311698919, 1
 0, 50.5609933153, -4.9059512703, 1
 0, 52.5186317718, -1.8726872883, 1
 0, 52.4003129640, -1.5607558859, 1
 0, 52.5509005375, -1.7436122252, 1
 0, 51.4645187568, -2.5718438799, 2
 0, 53.0672007898, -2.1953749459, 1
 0, 52.4325817297, -1.9264685646, 1
 0, 51.1310748438, 1.3004080120, 1
 0, 52.0453565405, -2.6578939219, 1
 0, 51.3354436937, 1.4079705646, 1
 0, 51.0772935676, 0.8701578018, 1
 0, 52.5078755165, -1.8619310330, 1
 0, 51.3892249700, 0.0849511682, 1
 0, 51.5935938198, -0.1086614264, 1
 0, 50.8298996967, -0.6464741892, 1
 0, 51.6258625856, -0.1194176817, 1
 0, 52.4325817297, -1.4962183544, 2
 0, 51.4322499910, -0.1301739369, 1
 0, 50.7008246336, -3.4646130661, 1
 0, 53.4436697237, -2.0770561381, 1
 0, 51.3461999489, 1.4187268198, 1
 0, 51.5398125435, 0.7088139730, 1
 0, 53.9061886997, -2.3352062643, 1
 0, 50.4319182523, -4.7768762072, 1
 0, 53.2608133844, -1.9157123093, 1
 0, 53.3468634264, -4.2390634444, 1
 0, 50.8298996967, -0.3237865315, 2
 0, 54.0567762733, -2.8515065165, 1
 0, 52.4863630060, -1.7436122252, 1
 0, 54.9495454595, -1.5177308649, 1
 0, 51.3461999489, -0.1516864474, 1
 0, 51.2924186727, 0.5044451231, 1
 0, 51.5613250541, -0.2162239790, 1
 0, 51.2493936517, -0.5066428709, 1
 0, 50.9159497387, -1.3241182703, 1
 0, 55.8208021351, -3.9809133183, 1
 0, 50.6147745916, -2.4535250721, 1
 0, 53.7986261471, -1.5499996306, 7
 0, 55.9068521772, -4.4219197838, 1
 0, 53.4006447027, -1.3348745255, 1
 0, 56.0681960060, -3.4646130661, 1
 0, 53.4329134685, -0.0226113844, 1
 0, 51.5075437778, -0.0979051712, 2
 0, 52.4971192613, -1.9372248198, 1
 0, 53.9061886997, -0.4528615946, 1
 0, 53.4866947447, -2.1200811592, 1
 0, 55.1646705646, -3.3893192793, 1
 0, 53.8739199339, -1.9049560541, 1
 0, 51.5290562883, -0.1947114685, 1
 0, 50.5502370601, -4.7230949309, 1
 0, 51.5935938198, -0.0763926607, 1
 0, 52.5509005375, -2.0985686487, 1
 0, 51.6151063303, -0.3130302763, 3
 0, 51.3354436937, 1.3864580541, 1
 0, 51.4537625015, -0.1516864474, 1
 0, 51.2816624174, -0.2592490000, 1
 0, 51.4430062462, -0.1194176817, 1
 0, 51.9593064985, -0.3775678078, 1
 0, 50.9267059940, -1.3778995465, 1
 0, 50.7438496547, -0.7755492523, 1
 0, 52.2067003694, -1.8726872883, 1
 0, 52.7767818979, -2.7547002192, 1
 0, 51.3784687147, -0.0656364054, 1
 0, 52.5078755165, -1.9910060961, 1
 0, 51.4322499910, -0.3775678078, 1
 0, 51.4860312673, -2.6041126456, 1
 0, 53.6803073393, -1.7436122252, 1
 0, 52.5724130480, -2.0017623514, 2
 0, 51.5613250541, 0.2247824865, 1
 0, 53.2608133844, -1.8941997988, 1
 0, 52.8198069189, -2.1200811592, 1
 0, 53.8201386577, -1.6360496727, 1
 0, 53.6803073393, -1.5177308649, 1
 0, 51.4645187568, 0.0849511682, 1
 0, 53.8093824024, -2.7116751982, 1
 0, 51.5613250541, -0.1409301922, 2
 0, 52.5616567928, -2.1523499249, 1
 0, 53.0994695556, -2.0340311171, 1
 0, 54.8527391622, -3.0989003874, 1
 0, 50.4319182523, -3.5614193634, 1
 0, 50.8191434414, -0.4743741051, 1
 0, 50.9589747598, -2.9805815796, 1
 0, 52.4003129640, -1.9049560541, 1
 0, 51.3999812252, -0.3775678078, 1
 0, 55.8315583904, -4.3681385075, 1
 0, 53.0134195135, -2.1846186907, 1
 0, 50.3888932312, -4.1637696577, 2
 0, 52.4756067508, -1.9372248198, 1
 0, 51.4860312673, -0.0333676396, 1
 0, 52.2389691351, -0.2915177658, 1
 0, 54.3902201862, -1.7328559700, 1
 0, 55.9391209429, -4.7446074414, 1
 0, 51.6151063303, -0.1301739369, 1
 0, 55.8315583904, -4.2820884655, 1
 0, 53.7878698919, -3.0128503453, 1
 0, 51.5290562883, -3.1096566426, 1
 0, 52.4325817297, -1.9049560541, 1
 0, 51.5720813093, 0.0741949129, 1
 0, 54.6483703123, -1.7005872042, 1
 0, 53.1317383213, -3.0236066006, 1
 0, 53.0349320240, -1.2810932493, 1
 0, 51.4322499910, 0.0419261471, 1
 0, 51.6151063303, -0.0979051712, 1
 0, 51.5828375646, 0.1172199339, 1
 0, 53.8093824024, -2.8945315375, 1
 0, 52.2604816456, -0.8938680601, 1
 0, 52.4648504955, -2.2061312012, 1
 0, 51.3246874384, 0.4829326126, 1
 0, 55.9283646877, -3.1741941742, 1
 0, 55.9821459640, -3.4000755345, 1
 0, 55.4550894565, -2.6901626877, 1
 0, 52.7445131321, 1.0315016306, 1
 0, 51.8194751802, -3.6797381712, 1
 0, 54.8850079279, -1.4531933333, 1
 0, 55.0033267357, -3.0558753664, 1
 0, 51.4107374805, -0.0548801502, 1
 0, 57.1330652763, -2.1523499249, 1
 0, 51.0235122913, -0.0656364054, 1
 0, 55.1754268198, -1.5392433754, 1
 0, 51.5935938198, -0.2269802342, 1
 0, 51.5183000330, -0.1516864474, 2
 0, 52.5724130480, -1.1735306967, 1
 0, 53.6372823183, -2.4750375826, 1
 0, 51.3461999489, 0.6227639309, 1
 0, 54.9065204384, -1.4639495886, 2
 0, 51.9055252222, -0.4636178499, 1
 0, 53.1962758529, -1.2057994625, 1
 0, 55.1108892883, -2.8837752823, 1
 0, 51.3677124595, 0.3000762733, 1
 0, 51.5720813093, -0.1947114685, 1
 0, 54.2288763574, -3.3355380030, 1
 0, 51.0665373123, -0.3237865315, 1
 0, 53.0672007898, -2.0447873724, 1
 0, 52.9058569610, -0.6357179339, 1
 0, 54.9603017147, -1.6037809069, 1
 0, 53.4006447027, -2.2491562222, 1
 0, 51.3246874384, 1.1498204384, 1
 0, 53.0349320240, -2.1953749459, 1
 0, 50.9051934835, -1.3886558018, 1
 0, 50.2813306787, -3.7765444685, 1
 0, 51.5290562883, 0.1817574655, 1
 0, 51.3461999489, -0.4313490841, 1
 0, 52.3250191772, -2.0555436276, 1
 0, 51.6151063303, -0.0656364054, 2
 0, 53.6157698078, -2.2061312012, 1
 0, 51.5828375646, -0.3237865315, 1
 0, 52.4003129640, -1.1735306967, 1
 0, 55.8638271562, -4.2820884655, 1
 0, 51.3569562042, 1.1175516727, 1
 0, 51.4322499910, -0.3560552973, 1
 0, 52.4756067508, -1.9264685646, 1
 0, 51.3999812252, -0.0763926607, 1
 0, 51.5183000330, -0.0656364054, 2
 0, 53.1747633423, -2.4212563063, 1
 0, 51.8625002012, -3.6474694054, 1
 0, 51.7011563724, -4.7123386757, 1
 0, 53.0349320240, -1.4854620991, 1
