age_band,sex,vehicle_age,engine_capacity,score
 7, 2,  7,  3, 27.0000000000
 7, 2,  7,  4, 27.0000000000
 7, 2,  7,  5, 27.0000000000
 7, 2,  7,  6, 27.0000000000
 7, 2,  7,  7, 28.0000000000
 7, 2,  7,  8, 29.0000000000
 7, 2,  8,  0, 27.0000000000
 7, 2,  8,  1, 27.0000000000
 7, 2,  8,  2, 27.0000000000
 7, 2,  8,  3, 27.0000000000
 7, 2,  8,  4, 27.0000000000
 7, 2,  8,  5, 27.0000000000
 7, 2,  8,  6, 27.0000000000
 7, 2,  8,  7, 28.0000000000
 7, 2,  8,  8, 29.0000000000
 7, 2,  9,  0, 27.0000000000
 7, 2,  9,  1, 27.0000000000
 7, 2,  9,  2, 27.0000000000
 7, 2,  9,  3, 27.0000000000
 7, 2,  9,  4, 27.0000000000
 7, 2,  9,  5, 27.0000000000
 7, 2,  9,  6, 27.0000000000
 7, 2,  9,  7, 28.0000000000
 7, 2,  9,  8, 29.0000000000
 8, 1,  0,  0, 33.0000000000
 8, 1,  0,  1, 33.0000000000
 8, 1,  0,  2, 33.0000000000
 8, 1,  0,  3, 33.0000000000
 8, 1,  0,  4, 33.0000000000
 8, 1,  0,  5, 33.0000000000
 8, 1,  0,  6, 33.0000000000
 8, 1,  0,  7, 35.0000000000
 8, 1,  0,  8, 37.0000000000
 8, 1,  1,  0, 33.0000000000
 8, 1,  1,  1, 33.0000000000
 8, 1,  1,  2, 33.0000000000
 8, 1,  1,  3, 33.0000000000
 8, 1,  1,  4, 33.0000000000
 8, 1,  1,  5, 33.0000000000
 8, 1,  1,  6, 33.0000000000
 8, 1,  1,  7, 35.0000000000
 8, 1,  1,  8, 37.0000000000
 8, 1,  2,  0, 33.0000000000
 8, 1,  2,  1, 33.0000000000
 8, 1,  2,  2, 33.0000000000
 8, 1,  2,  3, 33.0000000000
 8, 1,  2,  4, 33.0000000000
 8, 1,  2,  5, 33.0000000000
 8, 1,  2,  6, 33.0000000000
 8, 1,  2,  7, 35.0000000000
 8, 1,  2,  8, 37.0000000000
 8, 1,  3,  0, 33.0000000000
 8, 1,  3,  1, 33.0000000000
 8, 1,  3,  2, 33.0000000000
 8, 1,  3,  3, 33.0000000000
 8, 1,  3,  4, 33.0000000000
 8, 1,  3,  5, 33.0000000000
 8, 1,  3,  6, 33.0000000000
 8, 1,  3,  7, 35.0000000000
 8, 1,  3,  8, 37.0000000000
 8, 1,  4,  0, 33.0000000000
 8, 1,  4,  1, 33.0000000000
 8, 1,  4,  2, 33.0000000000
 8, 1,  4,  3, 33.0000000000
 8, 1,  4,  4, 33.0000000000
 8, 1,  4,  5, 33.0000000000
 8, 1,  4,  6, 33.0000000000
 8, 1,  4,  7, 35.0000000000
 8, 1,  4,  8, 37.0000000000
 8, 1,  5,  0, 33.0000000000
 8, 1,  5,  1, 33.0000000000
 8, 1,  5,  2, 33.0000000000
 8, 1,  5,  3, 33.0000000000
 8, 1,  5,  4, 33.0000000000
 8, 1,  5,  5, 33.0000000000
 8, 1,  5,  6, 33.0000000000
 8, 1,  5,  7, 35.0000000000
 8, 1,  5,  8, 37.0000000000
 8, 1,  6,  0, 33.0000000000
 8, 1,  6,  1, 33.0000000000
 8, 1,  6,  2, 33.0000000000
 8, 1,  6,  3, 33.0000000000
 8, 1,  6,  4, 33.0000000000
 8, 1,  6,  5, 33.0000000000
 8, 1,  6,  6, 33.0000000000
 8, 1,  6,  7, 35.0000000000
 8, 1,  6,  8, 37.0000000000
 8, 1,  7,  0, 33.0000000000
 8, 1,  7,  1, 33.0000000000
 8, 1,  7,  2, 33.0000000000
 8, 1,  7,  3, 33.0000000000
 8, 1,  7,  4, 33.0000000000
 8, 1,  7,  5, 33.0000000000
 8, 1,  7,  6, 33.0000000000
 8, 1,  7,  7, 35.0000000000
 8, 1,  7,  8, 37.0000000000
 8, 1,  8,  0, 33.0000000000
 8, 1,  8,  1, 33.0000000000
 8, 1,  8,  2, 33.0000000000
 8, 1,  8,  3, 33.0000000000
 8, 1,  8,  4, 33.0000000000
 8, 1,  8,  5, 33.0000000000
 8, 1,  8,  6, 33.0000000000
 8, 1,  8,  7, 35.0000000000
 8, 1,  8,  8, 37.0000000000
 8, 1,  9,  0, 33.0000000000
 8, 1,  9,  1, 33.0000000000
 8, 1,  9,  2, 33.0000000000
 8, 1,  9,  3, 33.0000000000
 8, 1,  9,  4, 33.0000000000
 8, 1,  9,  5, 33.0000000000
 8, 1,  9,  6, 33.0000000000
 8, 1,  9,  7, 35.0000000000
 8, 1,  9,  8, 37.0000000000
 8, 2,  0,  0, 26.0000000000
 8, 2,  0,  1, 26.0000000000
 8, 2,  0,  2, 26.0000000000
 8, 2,  0,  3, 26.0000000000
 8, 2,  0,  4, 26.0000000000
 8, 2,  0,  5, 26.0000000000
 8, 2,  0,  6, 26.0000000000
 8, 2,  0,  7, 27.0000000000
 8, 2,  0,  8, 28.0000000000
 8, 2,  1,  0, 26.0000000000
 8, 2,  1,  1, 26.0000000000
 8, 2,  1,  2, 26.0000000000
 8, 2,  1,  3, 26.0000000000
 8, 2,  1,  4, 26.0000000000
 8, 2,  1,  5, 26.0000000000
 8, 2,  1,  6, 26.0000000000
 8, 2,  1,  7, 27.0000000000
 8, 2,  1,  8, 28.0000000000
 8, 2,  2,  0, 26.0000000000
 8, 2,  2,  1, 26.0000000000
 8, 2,  2,  2, 26.0000000000
 8, 2,  2,  3, 26.0000000000
 8, 2,  2,  4, 26.0000000000
 8, 2,  2,  5, 26.0000000000
 8, 2,  2,  6, 26.0000000000
 8, 2,  2,  7, 27.0000000000
 8, 2,  2,  8, 28.0000000000
 8, 2,  3,  0, 26.0000000000
 8, 2,  3,  1, 26.0000000000
 8, 2,  3,  2, 26.0000000000
 8, 2,  3,  3, 26.0000000000
 8, 2,  3,  4, 26.0000000000
 8, 2,  3,  5, 26.0000000000
 8, 2,  3,  6, 26.0000000000
 8, 2,  3,  7, 27.0000000000
 8, 2,  3,  8, 28.0000000000
 8, 2,  4,  0, 26.0000000000
 8, 2,  4,  1, 26.0000000000
 8, 2,  4,  2, 26.0000000000
 8, 2,  4,  3, 26.0000000000
 8, 2,  4,  4, 26.0000000000
 8, 2,  4,  5, 26.0000000000
 8, 2,  4,  6, 26.0000000000
 8, 2,  4,  7, 27.0000000000
 8, 2,  4,  8, 28.0000000000
 8, 2,  5,  0, 26.0000000000
 8, 2,  5,  1, 26.0000000000
 8, 2,  5,  2, 26.0000000000
 8, 2,  5,  3, 26.0000000000
 8, 2,  5,  4, 26.0000000000
 8, 2,  5,  5, 26.0000000000
 8, 2,  5,  6, 26.0000000000
 8, 2,  5,  7, 27.0000000000
 8, 2,  5,  8, 28.0000000000
 8, 2,  6,  0, 26.0000000000
 8, 2,  6,  1, 26.0000000000
 8, 2,  6,  2, 26.0000000000
 8, 2,  6,  3, 26.0000000000
 8, 2,  6,  4, 26.0000000000
 8, 2,  6,  5, 26.0000000000
 8, 2,  6,  6, 26.0000000000
 8, 2,  6,  7, 27.0000000000
 8, 2,  6,  8, 28.0000000000
 8, 2,  7,  0, 26.0000000000
 8, 2,  7,  1, 26.0000000000
 8, 2,  7,  2, 26.0000000000
 8, 2,  7,  3, 26.0000000000
 8, 2,  7,  4, 26.0000000000
 8, 2,  7,  5, 26.0000000000
 8, 2,  7,  6, 26.0000000000
 8, 2,  7,  7, 27.0000000000
 8, 2,  7,  8, 28.0000000000
 8, 2,  8,  0, 26.0000000000
 8, 2,  8,  1, 26.0000000000
 8, 2,  8,  2, 26.0000000000
 8, 2,  8,  3, 26.0000000000
 8, 2,  8,  4, 26.0000000000
 8, 2,  8,  5, 26.0000000000
 8, 2,  8,  6, 26.0000000000
 8, 2,  8,  7, 27.0000000000
 8, 2,  8,  8, 28.0000000000
 8, 2,  9,  0, 26.0000000000
 8, 2,  9,  1, 26.0000000000
 8, 2,  9,  2, 26.0000000000
 8, 2,  9,  3, 26.0000000000
 8, 2,  9,  4, 26.0000000000
 8, 2,  9,  5, 26.0000000000
 8, 2,  9,  6, 26.0000000000
 8, 2,  9,  7, 27.0000000000
 8, 2,  9,  8, 28.0000000000
 9, 1,  0,  0, 29.0000000000
 9, 1,  0,  1, 29.0000000000
 9, 1,  0,  2, 29.0000000000
 9, 1,  0,  3, 29.0000000000
 9, 1,  0,  4, 29.0000000000
 9, 1,  0,  5, 29.0000000000
 9, 1,  0,  6, 29.0000000000
 9, 1,  0,  7, 30.0000000000
 9, 1,  0,  8, 32.0000000000
 9, 1,  1,  0, 29.0000000000
 9, 1,  1,  1, 29.0000000000
 9, 1,  1,  2, 29.0000000000
 9, 1,  1,  3, 29.0000000000
 9, 1,  1,  4, 29.0000000000
 9, 1,  1,  5, 29.0000000000
 9, 1,  1,  6, 29.0000000000
 9, 1,  1,  7, 30.0000000000
 9, 1,  1,  8, 32.0000000000
 9, 1,  2,  0, 29.0000000000
 9, 1,  2,  1, 29.0000000000
 9, 1,  2,  2, 29.0000000000
 9, 1,  2,  3, 29.0000000000
 9, 1,  2,  4, 29.0000000000
 9, 1,  2,  5, 29.0000000000
 9, 1,  2,  6, 29.0000000000
 9, 1,  2,  7, 30.0000000000
 9, 1,  2,  8, 32.0000000000
 9, 1,  3,  0, 29.0000000000
 9, 1,  3,  1, 29.0000000000
 9, 1,  3,  2, 29.0000000000
 9, 1,  3,  3, 29.0000000000
 9, 1,  3,  4, 29.0000000000
 9, 1,  3,  5, 29.0000000000
 9, 1,  3,  6, 29.0000000000
 9, 1,  3,  7, 30.0000000000
 9, 1,  3,  8, 32.0000000000
 9, 1,  4,  0, 29.0000000000
 9, 1,  4,  1, 29.0000000000
 9, 1,  4,  2, 29.0000000000
 9, 1,  4,  3, 29.0000000000
 9, 1,  4,  4, 29.0000000000
 9, 1,  4,  5, 29.0000000000
 9, 1,  4,  6, 29.0000000000
 9, 1,  4,  7, 30.0000000000
 9, 1,  4,  8, 32.0000000000
 9, 1,  5,  0, 29.0000000000
 9, 1,  5,  1, 29.0000000000
 9, 1,  5,  2, 29.0000000000
 9, 1,  5,  3, 29.0000000000
 9, 1,  5,  4, 29.0000000000
 9, 1,  5,  5, 29.0000000000
 9, 1,  5,  6, 29.0000000000
 9, 1,  5,  7, 30.0000000000
 9, 1,  5,  8, 32.0000000000
 9, 1,  6,  0, 29.0000000000
 9, 1,  6,  1, 29.0000000000
 9, 1,  6,  2, 29.0000000000
 9, 1,  6,  3, 29.0000000000
 9, 1,  6,  4, 29.0000000000
 9, 1,  6,  5, 29.0000000000
 9, 1,  6,  6, 29.0000000000
 9, 1,  6,  7, 30.0000000000
 9, 1,  6,  8, 32.0000000000
 9, 1,  7,  0, 29.0000000000
 9, 1,  7,  1, 29.0000000000
 9, 1,  7,  2, 29.0000000000
 9, 1,  7,  3, 29.0000000000
 9, 1,  7,  4, 29.0000000000
 9, 1,  7,  5, 29.0000000000
 9, 1,  7,  6, 29.0000000000
 9, 1,  7,  7, 30.0000000000
 9, 1,  7,  8, 32.0000000000
 9, 1,  8,  0, 29.0000000000
 9, 1,  8,  1, 29.0000000000
 9, 1,  8,  2, 29.0000000000
 9, 1,  8,  3, 29.0000000000
 9, 1,  8,  4, 29.0000000000
 9, 1,  8,  5, 29.0000000000
 9, 1,  8,  6, 29.0000000000
 9, 1,  8,  7, 30.0000000000
 9, 1,  8,  8, 32.0000000000
 9, 1,  9,  0, 29.0000000000
 9, 1,  9,  1, 29.0000000000
 9, 1,  9,  2, 29.0000000000
 9, 1,  9,  3, 29.0000000000
 9, 1,  9,  4, 29.0000000000
 9, 1,  9,  5, 29.0000000000
 9, 1,  9,  6, 29.0000000000
 9, 1,  9,  7, 30.0000000000
 9, 1,  9,  8, 32.0000000000
 9, 2,  0,  0, 24.0000000000
 9, 2,  0,  1, 24.0000000000
 9, 2,  0,  2, 24.0000000000
 9, 2,  0,  3, 24.0000000000
 9, 2,  0,  4, 24.0000000000
 9, 2,  0,  5, 24.0000000000
 9, 2,  0,  6, 24.0000000000
 9, 2,  0,  7, 25.0000000000
 9, 2,  0,  8, 25.0000000000
 9, 2,  1,  0, 24.0000000000
 9, 2,  1,  1, 24.0000000000
 9, 2,  1,  2, 24.0000000000
 9, 2,  1,  3, 24.0000000000
 9, 2,  1,  4, 24.0000000000
 9, 2,  1,  5, 24.0000000000
 9, 2,  1,  6, 24.0000000000
 9, 2,  1,  7, 25.0000000000
 9, 2,  1,  8, 25.0000000000
 9, 2,  2,  0, 24.0000000000
 9, 2,  2,  1, 24.0000000000
 9, 2,  2,  2, 24.0000000000
 9, 2,  2,  3, 24.0000000000
 9, 2,  2,  4, 24.0000000000
 9, 2,  2,  5, 24.0000000000
 9, 2,  2,  6, 24.0000000000
 9, 2,  2,  7, 25.0000000000
 9, 2,  2,  8, 25.0000000000
 9, 2,  3,  0, 24.0000000000
 9, 2,  3,  1, 24.0000000000
 9, 2,  3,  2, 24.0000000000
 9, 2,  3,  3, 24.0000000000
 9, 2,  3,  4, 24.0000000000
 9, 2,  3,  5, 24.0000000000
 9, 2,  3,  6, 24.0000000000
 9, 2,  3,  7, 25.0000000000
 9, 2,  3,  8, 25.0000000000
 9, 2,  4,  0, 24.0000000000
 9, 2,  4,  1, 24.0000000000
 9, 2,  4,  2, 24.0000000000
 9, 2,  4,  3, 24.0000000000
 9, 2,  4,  4, 24.0000000000
 9, 2,  4,  5, 24.0000000000
 9, 2,  4,  6, 24.0000000000
 9, 2,  4,  7, 25.0000000000
 9, 2,  4,  8, 25.0000000000
 9, 2,  5,  0, 24.0000000000
 9, 2,  5,  1, 24.0000000000
 9, 2,  5,  2, 24.0000000000
 9, 2,  5,  3, 24.0000000000
 9, 2,  5,  4, 24.0000000000
 9, 2,  5,  5, 24.0000000000
 9, 2,  5,  6, 24.0000000000
 9, 2,  5,  7, 25.0000000000
 9, 2,  5,  8, 25.0000000000
 9, 2,  6,  0, 24.0000000000
 9, 2,  6,  1, 24.0000000000
 9, 2,  6,  2, 24.0000000000
 9, 2,  6,  3, 24.0000000000
 9, 2,  6,  4, 24.0000000000
 9, 2,  6,  5, 24.0000000000
 9, 2,  6,  6, 24.0000000000
 9, 2,  6,  7, 25.0000000000
 9, 2,  6,  8, 25.0000000000
 9, 2,  7,  0, 24.0000000000
 9, 2,  7,  1, 24.0000000000
 9, 2,  7,  2, 24.0000000000
 9, 2,  7,  3, 24.0000000000
 9, 2,  7,  4, 24.0000000000
 9, 2,  7,  5, 24.0000000000
 9, 2,  7,  6, 24.0000000000
 9, 2,  7,  7, 25.0000000000
 9, 2,  7,  8, 25.0000000000
 9, 2,  8,  0, 24.0000000000
 9, 2,  8,  1, 24.0000000000
 9, 2,  8,  2, 24.0000000000
 9, 2,  8,  3, 24.0000000000
 9, 2,  8,  4, 24.0000000000
 9, 2,  8,  5, 24.0000000000
 9, 2,  8,  6, 24.0000000000
 9, 2,  8,  7, 25.0000000000
 9, 2,  8,  8, 25.0000000000
 9, 2,  9,  0, 24.0000000000
 9, 2,  9,  1, 24.0000000000
 9, 2,  9,  2, 24.0000000000
 9, 2,  9,  3, 24.0000000000
 9, 2,  9,  4, 24.0000000000
 9, 2,  9,  5, 24.0000000000
 9, 2,  9,  6, 24.0000000000
 9, 2,  9,  7, 25.0000000000
 9, 2,  9,  8, 25.0000000000
10, 1,  0,  0, 26.0000000000
10, 1,  0,  1, 26.0000000000
10, 1,  0,  2, 26.0000000000
10, 1,  0,  3, 26.0000000000
10, 1,  0,  4, 26.0000000000
10, 1,  0,  5, 26.0000000000
10, 1,  0,  6, 26.0000000000
10, 1,  0,  7, 28.0000000000
10, 1,  0,  8, 29.0000000000
10, 1,  1,  0, 26.0000000000
10, 1,  1,  1, 26.0000000000
10, 1,  1,  2, 26.0000000000
10, 1,  1,  3, 26.0000000000
10, 1,  1,  4, 26.0000000000
10, 1,  1,  5, 26.0000000000
10, 1,  1,  6, 26.0000000000
10, 1,  1,  7, 28.0000000000
10, 1,  1,  8, 29.0000000000
10, 1,  2,  0, 26.0000000000
10, 1,  2,  1, 26.0000000000
10, 1,  2,  2, 26.0000000000
10, 1,  2,  3, 26.0000000000
10, 1,  2,  4, 26.0000000000
10, 1,  2,  5, 26.0000000000
10, 1,  2,  6, 26.0000000000
10, 1,  2,  7, 28.0000000000
10, 1,  2,  8, 29.0000000000
10, 1,  3,  0, 26.0000000000
10, 1,  3,  1, 26.0000000000
10, 1,  3,  2, 26.0000000000
10, 1,  3,  3, 26.0000000000
10, 1,  3,  4, 26.0000000000
10, 1,  3,  5, 26.0000000000
10, 1,  3,  6, 26.0000000000
10, 1,  3,  7, 28.0000000000
10, 1,  3,  8, 29.0000000000
10, 1,  4,  0, 26.0000000000
10, 1,  4,  1, 26.0000000000
10, 1,  4,  2, 26.0000000000
10, 1,  4,  3, 26.0000000000
10, 1,  4,  4, 26.0000000000
10, 1,  4,  5, 26.0000000000
10, 1,  4,  6, 26.0000000000
10, 1,  4,  7, 28.0000000000
10, 1,  4,  8, 29.0000000000
10, 1,  5,  0, 26.0000000000
10, 1,  5,  1, 26.0000000000
10, 1,  5,  2, 26.0000000000
10, 1,  5,  3, 26.0000000000
10, 1,  5,  4, 26.0000000000
10, 1,  5,  5, 26.0000000000
10, 1,  5,  6, 26.0000000000
10, 1,  5,  7, 28.0000000000
10, 1,  5,  8, 29.0000000000
10, 1,  6,  0, 26.0000000000
10, 1,  6,  1, 26.0000000000
10, 1,  6,  2, 26.0000000000
10, 1,  6,  3, 26.0000000000
10, 1,  6,  4, 26.0000000000
10, 1,  6,  5, 26.0000000000
10, 1,  6,  6, 26.0000000000
10, 1,  6,  7, 28.0000000000
10, 1,  6,  8, 29.0000000000
10, 1,  7,  0, 26.0000000000
10, 1,  7,  1, 26.0000000000
10, 1,  7,  2, 26.0000000000
10, 1,  7,  3, 26.0000000000
10, 1,  7,  4, 26.0000000000
10, 1,  7,  5, 26.0000000000
10, 1,  7,  6, 26.0000000000
10, 1,  7,  7, 28.0000000000
10, 1,  7,  8, 29.0000000000
10, 1,  8,  0, 26.0000000000
10, 1,  8,  1, 26.0000000000
10, 1,  8,  2, 26.0000000000
10, 1,  8,  3, 26.0000000000
10, 1,  8,  4, 26.0000000000
10, 1,  8,  5, 26.0000000000
10, 1,  8,  6, 26.0000000000
10, 1,  8,  7, 28.0000000000
10, 1,  8,  8, 29.0000000000
10, 1,  9,  0, 26.0000000000
10, 1,  9,  1, 26.0000000000
10, 1,  9,  2, 26.0000000000
10, 1,  9,  3, 26.0000000000
10, 1,  9,  4, 26.0000000000
10, 1,  9,  5, 26.0000000000
10, 1,  9,  6, 26.0000000000
10, 1,  9,  7, 28.0000000000
10, 1,  9,  8, 29.0000000000
10, 2,  0,  0, 23.0000000000
10, 2,  0,  1, 23.0000000000
10, 2,  0,  2, 23.0000000000
10, 2,  0,  3, 23.0000000000
10, 2,  0,  4, 23.0000000000
10, 2,  0,  5, 23.0000000000
10, 2,  0,  6, 23.0000000000
10, 2,  0,  7, 21.0000000000
10, 2,  0,  8, 21.0000000000
10, 2,  1,  0, 23.0000000000
10, 2,  1,  1, 23.0000000000
10, 2,  1,  2, 23.0000000000
10, 2,  1,  3, 23.0000000000
10, 2,  1,  4, 23.0000000000
10, 2,  1,  5, 23.0000000000
10, 2,  1,  6, 23.0000000000
10, 2,  1,  7, 21.0000000000
10, 2,  1,  8, 21.0000000000
10, 2,  2,  0, 23.0000000000
10, 2,  2,  1, 23.0000000000
10, 2,  2,  2, 23.0000000000
10, 2,  2,  3, 23.0000000000
10, 2,  2,  4, 23.0000000000
10, 2,  2,  5, 23.0000000000
10, 2,  2,  6, 23.0000000000
10, 2,  2,  7, 23.0000000000
10, 2,  2,  8, 23.0000000000
10, 2,  3,  0, 23.0000000000
10, 2,  3,  1, 23.0000000000
10, 2,  3,  2, 23.0000000000
10, 2,  3,  3, 23.0000000000
10, 2,  3,  4, 23.0000000000
10, 2,  3,  5, 23.0000000000
10, 2,  3,  6, 23.0000000000
10, 2,  3,  7, 23.0000000000
10, 2,  3,  8, 23.0000000000
10, 2,  4,  0, 23.0000000000
10, 2,  4,  1, 23.0000000000
10, 2,  4,  2, 23.0000000000
10, 2,  4,  3, 23.0000000000
10, 2,  4,  4, 23.0000000000
10, 2,  4,  5, 23.0000000000
10, 2,  4,  6, 23.0000000000
10, 2,  4,  7, 23.0000000000
10, 2,  4,  8, 23.0000000000
10, 2,  5,  0, 23.0000000000
10, 2,  5,  1, 23.0000000000
10, 2,  5,  2, 23.0000000000
10, 2,  5,  3, 23.0000000000
10, 2,  5,  4, 23.0000000000
10, 2,  5,  5, 23.0000000000
10, 2,  5,  6, 23.0000000000
10, 2,  5,  7, 23.0000000000
10, 2,  5,  8, 23.0000000000
10, 2,  6,  0, 23.0000000000
10, 2,  6,  1, 23.0000000000
10, 2,  6,  2, 23.0000000000
10, 2,  6,  3, 23.0000000000
10, 2,  6,  4, 23.0000000000
10, 2,  6,  5, 23.0000000000
10, 2,  6,  6, 23.0000000000
10, 2,  6,  7, 23.0000000000
10, 2,  6,  8, 23.0000000000
10, 2,  7,  0, 26.0000000000
10, 2,  7,  1, 26.0000000000
10, 2,  7,  2, 26.0000000000
10, 2,  7,  3, 26.0000000000
10, 2,  7,  4, 23.0000000000
10, 2,  7,  5, 23.0000000000
10, 2,  7,  6, 21.0000000000
10, 2,  7,  7, 21.0000000000
10, 2,  7,  8, 21.0000000000
10, 2,  8,  0, 23.0000000000
10, 2,  8,  1, 23.0000000000
10, 2,  8,  2, 23.0000000000
10, 2,  8,  3, 23.0000000000
10, 2,  8,  4, 23.0000000000
10, 2,  8,  5, 23.0000000000
10, 2,  8,  6, 21.0000000000
10, 2,  8,  7, 21.0000000000
10, 2,  8,  8, 21.0000000000
10, 2,  9,  0, 23.0000000000
10, 2,  9,  1, 23.0000000000
10, 2,  9,  2, 23.0000000000
10, 2,  9,  3, 23.0000000000
10, 2,  9,  4, 23.0000000000
10, 2,  9,  5, 23.0000000000
10, 2,  9,  6, 21.0000000000
10, 2,  9,  7, 21.0000000000
10, 2,  9,  8, 21.0000000000
11, 1,  0,  0, 26.0000000000
11, 1,  0,  1, 26.0000000000
11, 1,  0,  2, 32.0000000000
11, 1,  0,  3, 26.0000000000
11, 1,  0,  4, 26.0000000000
11, 1,  0,  5, 26.0000000000
11, 1,  0,  6, 26.0000000000
11, 1,  0,  7, 27.0000000000
11, 1,  0,  8, 28.0000000000
11, 1,  1,  0, 26.0000000000
11, 1,  1,  1, 26.0000000000
11, 1,  1,  2, 26.0000000000
11, 1,  1,  3, 26.0000000000
11, 1,  1,  4, 26.0000000000
11, 1,  1,  5, 26.0000000000
11, 1,  1,  6, 26.0000000000
11, 1,  1,  7, 27.0000000000
11, 1,  1,  8, 28.0000000000
11, 1,  2,  0, 26.0000000000
11, 1,  2,  1, 26.0000000000
11, 1,  2,  2, 26.0000000000
11, 1,  2,  3, 26.0000000000
11, 1,  2,  4, 26.0000000000
11, 1,  2,  5, 26.0000000000
11, 1,  2,  6, 26.0000000000
11, 1,  2,  7, 27.0000000000
11, 1,  2,  8, 28.0000000000
11, 1,  3,  0, 26.0000000000
11, 1,  3,  1, 26.0000000000
11, 1,  3,  2, 26.0000000000
11, 1,  3,  3, 26.0000000000
11, 1,  3,  4, 26.0000000000
11, 1,  3,  5, 26.0000000000
11, 1,  3,  6, 26.0000000000
11, 1,  3,  7, 27.0000000000
11, 1,  3,  8, 28.0000000000
11, 1,  4,  0, 26.0000000000
11, 1,  4,  1, 26.0000000000
11, 1,  4,  2, 26.0000000000
11, 1,  4,  3, 26.0000000000
11, 1,  4,  4, 26.0000000000
11, 1,  4,  5, 26.0000000000
11, 1,  4,  6, 26.0000000000
11, 1,  4,  7, 27.0000000000
11, 1,  4,  8, 28.0000000000
11, 1,  5,  0, 26.0000000000
11, 1,  5,  1, 26.0000000000
11, 1,  5,  2, 26.0000000000
11, 1,  5,  3, 26.0000000000
11, 1,  5,  4, 26.0000000000
11, 1,  5,  5, 26.0000000000
11, 1,  5,  6, 26.0000000000
11, 1,  5,  7, 27.0000000000
11, 1,  5,  8, 28.0000000000
11, 1,  6,  0, 26.0000000000
11, 1,  6,  1, 26.0000000000
11, 1,  6,  2, 26.0000000000
11, 1,  6,  3, 26.0000000000
11, 1,  6,  4, 32.0000000000
11, 1,  6,  5, 26.0000000000
11, 1,  6,  6, 26.0000000000
11, 1,  6,  7, 27.0000000000
11, 1,  6,  8, 28.0000000000
11, 1,  7,  0, 26.0000000000
11, 1,  7,  1, 26.0000000000
11, 1,  7,  2, 26.0000000000
11, 1,  7,  3, 26.0000000000
11, 1,  7,  4, 26.0000000000
11, 1,  7,  5, 26.0000000000
11, 1,  7,  6, 26.0000000000
11, 1,  7,  7, 27.0000000000
11, 1,  7,  8, 28.0000000000
11, 1,  8,  0, 26.0000000000
11, 1,  8,  1, 26.0000000000
11, 1,  8,  2, 26.0000000000
11, 1,  8,  3, 26.0000000000
11, 1,  8,  4, 26.0000000000
11, 1,  8,  5, 26.0000000000
11, 1,  8,  6, 26.0000000000
11, 1,  8,  7, 27.0000000000
11, 1,  8,  8, 28.0000000000
11, 1,  9,  0, 32.0000000000
11, 1,  9,  1, 32.0000000000
11, 1,  9,  2, 32.0000000000
11, 1,  9,  3, 32.0000000000
11, 1,  9,  4, 26.0000000000
11, 1,  9,  5, 26.0000000000
11, 1,  9,  6, 26.0000000000
11, 1,  9,  7, 27.0000000000
11, 1,  9,  8, 28.0000000000
11, 2,  0,  0, 23.0000000000
11, 2,  0,  1, 23.0000000000
11, 2,  0,  2, 23.0000000000
11, 2,  0,  3, 26.0000000000
11, 2,  0,  4, 26.0000000000
11, 2,  0,  5, 23.0000000000
11, 2,  0,  6, 21.0000000000
11, 2,  0,  7, 28.0000000000
11, 2,  0,  8, 28.0000000000
11, 2,  1,  0, 23.0000000000
11, 2,  1,  1, 23.0000000000
11, 2,  1,  2, 23.0000000000
11, 2,  1,  3, 26.0000000000
11, 2,  1,  4, 26.0000000000
11, 2,  1,  5, 23.0000000000
11, 2,  1,  6, 21.0000000000
11, 2,  1,  7, 28.0000000000
11, 2,  1,  8, 28.0000000000
11, 2,  2,  0, 23.0000000000
11, 2,  2,  1, 23.0000000000
11, 2,  2,  2, 23.0000000000
11, 2,  2,  3, 23.0000000000
11, 2,  2,  4, 23.0000000000
11, 2,  2,  5, 23.0000000000
11, 2,  2,  6, 21.0000000000
11, 2,  2,  7, 28.0000000000
11, 2,  2,  8, 28.0000000000
11, 2,  3,  0, 23.0000000000
11, 2,  3,  1, 23.0000000000
11, 2,  3,  2, 23.0000000000
11, 2,  3,  3, 23.0000000000
11, 2,  3,  4, 23.0000000000
11, 2,  3,  5, 26.0000000000
11, 2,  3,  6, 21.0000000000
11, 2,  3,  7, 28.0000000000
11, 2,  3,  8, 28.0000000000
11, 2,  4,  0, 23.0000000000
11, 2,  4,  1, 23.0000000000
11, 2,  4,  2, 23.0000000000
11, 2,  4,  3, 23.0000000000
11, 2,  4,  4, 23.0000000000
11, 2,  4,  5, 26.0000000000
11, 2,  4,  6, 21.0000000000
11, 2,  4,  7, 28.0000000000
11, 2,  4,  8, 28.0000000000
11, 2,  5,  0, 23.0000000000
11, 2,  5,  1, 23.0000000000
11, 2,  5,  2, 23.0000000000
11, 2,  5,  3, 23.0000000000
11, 2,  5,  4, 23.0000000000
11, 2,  5,  5, 23.0000000000
11, 2,  5,  6, 21.0000000000
11, 2,  5,  7, 28.0000000000
11, 2,  5,  8, 28.0000000000
11, 2,  6,  0, 23.0000000000
11, 2,  6,  1, 23.0000000000
11, 2,  6,  2, 23.0000000000
11, 2,  6,  3, 23.0000000000
11, 2,  6,  4, 23.0000000000
11, 2,  6,  5, 23.0000000000
11, 2,  6,  6, 21.0000000000
